,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,Y
2207,110000,109924,111805,108207,75808,78490,81238,6000,4380,3000,5000,10000,3000,1
2208,150000,86009,86108,89006,89775,87725,40788,4031,10006,3266,4040,1698,800,0
2209,260000,7967,67650,6000,0,88348,85962,67650,6000,0,88348,5000,25000,0
2210,280000,286469,293875,296257,232,-94,143864,8024,8034,232,94,145935,5000,0
2211,500000,1950,2900,1950,2739,2739,170,2900,2000,2739,0,170,205,1
2212,260000,-20,-20,2000,0,0,0,0,2020,0,0,0,0,0
2213,150000,15453,18925,23590,27810,38000,0,4000,5003,5000,10190,0,0,0
2214,50000,30145,26212,17354,18157,18952,14036,5000,2000,1000,1000,1000,1000,0
2215,50000,16906,17645,18478,10279,10646,10776,1314,1147,348,512,435,190,0
2216,20000,7824,9000,9867,11929,12091,12245,1307,1174,2236,500,500,0,0
2217,60000,67940,65957,64005,61769,51722,44956,0,0,0,51722,16000,1100,1
2218,180000,57991,58587,59497,60356,60209,60522,2700,3000,3000,2500,2500,3000,1
2219,50000,2522,1173,-88,2912,390,390,1173,0,3000,0,0,780,0
2220,50000,35488,36606,37526,38214,37302,38546,2000,1800,1600,0,2000,1600,1
2221,50000,48548,49579,27496,20414,19978,18547,2032,1304,1500,0,868,1000,1
2222,390000,3931,3625,1600,3815,8330,4765,3625,1600,3315,11645,4765,2171,1
2223,20000,19107,20120,19445,19831,19473,20009,1330,1274,660,752,906,650,0
2224,190000,-4370,82387,83701,85035,86482,88164,87998,3017,3029,3127,3433,3356,0
2225,30000,30380,25839,25963,27030,29079,29865,1,1433,1500,2500,1400,1400,1
2226,20000,20569,19927,16371,17291,18001,18706,0,0,1500,1000,1000,836,1
2227,140000,145627,145339,136223,113942,109652,109118,6005,210,7903,0,4183,4213,0
2228,110000,108616,114854,105275,107561,105502,103813,9600,0,4000,3765,4000,4200,0
2229,150000,10111,9847,10870,12189,12836,13828,1158,1181,1500,836,1200,2000,0
2230,60000,46138,44832,47830,48458,47176,47461,0,4000,2000,0,2000,1700,1
2231,240000,3204,4888,0,1197,46834,0,4888,0,1197,46834,0,5252,1
2232,120000,5521,2197,1010,0,0,0,1010,0,0,0,0,0,1
2233,50000,48064,47691,49140,49423,48377,48158,3000,2525,3900,0,2000,4500,1
2234,160000,-1860,-2790,-4650,930,930,2010,0,0,5580,930,2010,0,0
2235,20000,20386,20757,19200,20000,0,0,1000,0,1000,0,0,0,0
2236,90000,84148,79847,75576,75266,74431,68399,5006,4007,5006,4003,3014,4007,0
2237,20000,8295,9310,12130,11644,12250,11910,1160,2980,0,1100,0,1000,1
2238,120000,60188,58467,59760,60990,61960,65233,0,3000,3000,3000,5000,0,1
2239,80000,33490,35908,29995,27297,21524,23005,5000,1318,1200,2000,2000,2000,0
2240,200000,11445,12379,12187,7402,10827,11351,5013,3038,3007,5005,2056,2826,0
2241,100000,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,20000,10823,11180,0,0,0,0,1400,0,0,0,0,0,1
2243,50000,0,870,590,3700,1999,7300,870,590,3700,1999,7300,17120,0
2244,70000,41087,42109,43135,43924,44700,45634,2000,2000,1800,1800,1800,1700,1
2245,90000,12174,15035,14509,15518,15563,18289,3072,0,1555,600,3000,2000,1
2246,10000,5997,5753,9629,9328,11411,10652,0,4000,0,2395,0,0,1
2247,20000,16509,19116,18028,18200,16844,18082,2906,0,1250,594,3000,819,1
2248,120000,109399,109397,36850,37739,38381,39142,3900,1700,1500,1400,1400,1500,0
2249,150000,4577,4356,6643,2831,1745,3212,0,2400,0,1500,1500,1000,1
2250,30000,18557,19643,20721,21867,24291,23766,1700,1700,1800,3100,0,565,1
2251,200000,171468,167214,180484,176111,184620,189518,0,16000,0,13000,8000,0,1
2252,50000,42238,43259,35307,23096,18970,19514,1807,1405,1366,1000,1000,1000,1
2253,280000,194868,178774,172045,175487,179270,183394,7000,7000,6200,6500,7000,7000,0
2254,20000,15237,16030,17948,18647,19193,19721,1600,2500,1000,846,1000,593,0
2255,50000,15329,16575,17496,17907,18375,11400,1500,1500,1000,1000,1600,0,0
2256,340000,321046,329563,335012,197797,201935,140812,13690,12693,6100,6300,5100,5400,0
2257,290000,232523,243753,253145,267412,273095,278260,16500,15000,20000,10000,9701,0,0
2258,230000,1902,2161,1144,1346,1024,-4,2170,1149,1352,1029,0,654,0
2259,150000,17352,21338,20304,21585,20718,22813,5000,0,2000,0,3000,0,1
2260,500000,415022,421996,426103,125218,126650,114473,12602,11000,4711,6000,11000,10000,0
2261,110000,432,3220,5704,1256,1848,400,3220,5904,0,3000,0,0,0
2262,80000,80610,81008,80725,50472,50340,42393,6502,4000,1889,2000,7700,9600,0
2263,20000,19231,20235,21579,22231,22301,21687,1331,1675,1327,800,783,777,1
2264,540000,1784,892,946,946,946,946,892,1000,946,946,946,946,0
2265,300000,205064,-86,-86,2014,-185,1815,0,0,2100,0,2000,5000,0
2266,30000,19801,20449,19798,20217,21435,19239,3000,0,700,1500,0,323,0
2267,280000,110550,113877,115223,116930,112607,95949,6600,4700,5100,0,4200,3000,0
2268,100000,18135,31498,17158,18758,17168,0,2000,4000,2000,3000,0,0,0
2269,80000,2801,0,21197,20400,20000,20000,0,21197,0,0,0,0,1
2270,90000,0,0,0,2146,2452,6990,0,0,2146,2452,6990,3550,1
2271,20000,19318,18735,20905,20270,19409,19954,0,2480,0,1000,1035,1000,0
2272,50000,29186,29792,26660,27416,27836,28473,1500,1500,1200,1010,1100,980,0
2273,60000,59533,61276,61117,25254,26237,26752,3300,1900,1100,3000,1011,5000,0
2274,320000,5714,7870,342,-6,1252,0,3000,342,2,1500,0,10701,0
2275,360000,325839,300726,252603,253759,255424,253826,11083,8948,8727,9118,9026,8997,0
2276,90000,43314,44354,45372,46317,51292,50316,2037,2055,2000,5913,0,2100,0
2277,240000,12212,26578,25331,26605,26279,1256,15000,0,2000,0,1256,65935,0
2278,80000,3601,-876,6440,2802,1290,4547,9,9242,0,1290,4547,1850,1
2279,20000,14619,17216,16642,16976,17332,18543,2850,0,610,630,1500,0,0
2280,250000,17454,-50,45297,17371,11481,5922,24890,48394,0,5461,15000,6000,0
2281,200000,99,99,99,99,99,348,99,99,99,99,348,0,0
2282,210000,106724,109251,103733,102027,103453,103651,4037,3519,3442,3553,3625,3470,0
2283,280000,161001,136271,131048,119654,115808,115116,5000,6000,4000,4000,5000,5270,0
2284,200000,18044,390,20718,390,390,390,390,20718,390,390,390,540,1
2285,30000,30826,30384,29656,28914,28172,27444,0,0,0,0,0,0,1
2286,50000,25119,26258,27199,18810,18487,18874,1559,1500,1400,1000,684,716,1
2287,20000,13922,15433,15683,16050,17401,17573,3000,3000,1000,2000,1000,1000,0
2288,50000,15068,18303,20107,19496,18885,20581,3500,2400,0,0,2000,0,1
2289,60000,3136,1286,1047,-239,1475,1289,1286,1047,0,3000,0,0,0
2290,480000,489305,479927,471639,375196,285319,209218,18231,20010,13013,11209,9010,162510,1
2291,320000,25840,13260,13217,17967,-13,-13,13326,13289,18064,0,0,0,0
2292,20000,300,300,300,300,300,300,0,0,0,0,0,0,1
2293,20000,12186,11700,13474,13006,13743,11167,0,2000,0,1055,0,215,0
2294,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,120000,49437,51505,53582,58310,57150,55961,3500,3500,6200,358,0,2100,1
2296,10000,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
2297,50000,45960,44883,40820,33545,46832,24101,0,1973,1784,845,1750,1010,1
2298,100000,5830,6694,7855,8076,8297,9349,1118,1279,500,500,1349,1691,0
2299,400000,31864,34538,31648,127340,129411,128796,4237,4000,100000,5000,4183,3613,0
2300,110000,112987,110899,111642,109584,50281,49373,7000,4000,2975,22000,1726,6000,1
2301,170000,481,326,526,526,635,760,326,526,526,635,760,526,1
2302,400000,34084,36916,21089,22943,22994,25172,4085,1539,3013,3003,3003,5979,0
2303,680000,18314,16088,17806,15498,13810,164969,2700,2400,600,400,161000,5800,0
2304,110000,-1256,65064,66102,54275,51791,52928,68500,3114,4016,2000,2000,2000,0
2305,300000,0,0,0,0,0,0,0,0,0,0,0,0,1
2306,120000,100802,104378,106651,108362,96168,99399,5200,5500,5000,5000,5000,5000,0
2307,20000,17958,18499,19762,19807,19830,20347,1329,1592,637,700,827,357,0
2308,210000,-300,-716,416,1132,566,416,0,1548,1132,0,416,416,0
2309,50000,43878,42490,36540,16077,12134,12389,2068,2065,1246,450,451,475,1
2310,180000,84973,89989,94895,98738,127382,155470,6000,6000,5000,30000,30000,20000,0
2311,230000,22954,11225,10669,13498,12482,9949,1700,1380,8000,1000,4000,1000,0
2312,90000,84710,87334,87862,18889,-783,73568,4000,3258,1000,0,77500,0,0
2313,60000,58501,59225,59592,58654,58664,59323,2300,2578,2039,2088,2767,1750,0
2314,240000,153062,156122,159998,161434,163403,167230,7000,8000,7000,6000,8000,7000,0
2315,420000,426429,436968,428712,425345,354852,353113,19000,0,16100,13000,14064,111170,1
2316,50000,31276,29179,26482,16770,15529,16266,1556,1247,1770,700,1000,1129,0
2317,40000,37539,38132,41217,40255,39135,37235,2000,4000,0,1700,3000,0,1
2318,230000,66108,45000,33477,34914,36352,37745,6840,3000,2000,2000,2000,2000,0
2319,160000,25590,29169,28406,28836,30208,30853,4000,0,1200,2000,1300,1291,0
2320,20000,17999,19090,19472,18629,12683,0,1700,3243,1200,254,0,0,1
2321,80000,27432,27902,28447,23537,7613,3356,1833,1378,1328,195,269,56,0
2322,220000,197600,201708,121499,124409,68319,0,8200,5100,5400,3300,0,0,0
2323,180000,181624,182765,180769,141352,142078,141695,9021,6126,4856,4990,5133,5002,0
2324,240000,4882,5205,2747,4594,4092,4361,5220,2773,4614,4104,4374,2443,1
2325,30000,19785,24633,23961,23289,22779,51224,5500,0,0,0,3400,512,0
2326,360000,0,0,0,0,0,150,0,0,0,0,150,59,0
2327,500000,0,0,399,35528,10389,0,0,399,35129,0,0,1307,0
2328,150000,0,0,1512,0,0,0,0,1512,0,0,0,0,0
2329,10000,-4,-4,-4,26,326,-87,0,0,30,300,1000,2000,1
2330,360000,0,0,0,0,0,0,0,0,0,0,0,0,1
2331,70000,72770,69438,69776,51450,26516,27044,4108,2500,928,2000,969,1002,1
2332,30000,27594,29717,28812,28762,10404,8578,2595,1200,1020,10404,51000,0,0
2333,360000,89120,191329,92915,52341,51739,55079,105484,4500,2000,2100,4400,2934,0
2334,100000,154970,0,0,0,0,0,0,0,0,0,0,0,0
2335,30000,17166,18578,20260,20626,21142,21790,2000,2000,1000,1000,1000,1500,0
2336,80000,4225,20000,11556,0,0,0,20000,11556,0,0,0,0,0
2337,50000,19374,17772,20090,19052,19601,16460,1346,2664,1261,782,606,583,0
2338,30000,27816,1250,24135,24745,22805,10745,1260,24135,1000,2000,10745,18572,0
2339,100000,81507,83154,88223,85924,86803,88745,3900,7300,0,3200,3500,3420,1
2340,320000,95322,98787,97996,27996,1712,-216,5000,2000,2000,2000,0,10000,0
2341,30000,18829,19223,20599,15642,23789,20562,1000,2014,6,25700,800,1989,1
2342,50000,51631,45223,45461,18354,19118,19404,1800,1005,19763,1000,1000,1000,0
2343,50000,23165,21974,20544,17210,15754,10860,2000,2101,0,2201,1000,0,1
2344,240000,188307,179988,184976,188934,196884,199267,6600,8000,7000,11000,7181,7236,0
2345,30000,59867,28357,29312,26404,25806,26325,1500,1433,1500,920,929,0,1
2346,60000,60330,60382,60264,46149,28990,30067,2500,2501,1506,1000,1500,2000,1
2347,120000,115771,118818,119395,108802,99988,84253,5829,5900,4100,7100,0,17400,1
2348,30000,14909,15565,16620,16056,17386,16968,1200,1600,0,1600,0,700,1
2349,150000,0,0,0,900,0,583,0,0,900,0,583,2000,0
2350,360000,6167,3506,10845,8336,5878,12903,17,10859,380,187,12966,1038,1
2351,60000,53116,55950,54439,-561,20115,20000,3689,0,0,20907,400,0,0
2352,90000,491,0,0,0,0,0,0,0,0,0,0,0,0
2353,190000,114355,124449,121093,123126,131120,134135,13500,0,5500,10000,5200,5000,1
2354,400000,60125,1981,4521,20472,76933,173599,1981,4521,20500,77000,100000,7700,0
2355,50000,48469,48872,49429,49144,50032,50519,2138,2095,1711,1771,1900,3510,0
2356,410000,246659,248934,246011,240845,213767,214410,11000,10000,7500,8000,8000,7000,0
2357,20000,21353,20736,20000,0,0,0,0,38,0,0,0,0,1
2358,50000,1500,2000,1382,-118,13656,13927,2000,1382,0,13925,498,516,0
2359,150000,83853,87227,96253,93562,96510,63417,5000,11700,0,5000,2500,5000,0
2360,20000,4127,5557,7458,7192,7923,7647,1500,2000,0,1000,0,1000,1
2361,310000,298221,303251,270591,252989,225814,231165,10500,9672,8826,8100,9000,8619,1
2362,360000,22237,5683,1632,1632,22379,8901,6695,1632,1632,22379,8901,4852,0
2363,340000,337981,344920,18921,21205,19810,13586,17181,2000,10000,5000,3000,1000,0
2364,170000,0,1690,0,0,0,4750,1690,0,0,0,4750,0,0
2365,120000,53456,53862,39505,45373,46641,47569,2058,1672,10000,2000,1704,1920,0
2366,110000,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,10000,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
2368,50000,21523,1481,19766,19661,16740,13272,19505,20509,1513,1515,1539,20217,0
2369,180000,29478,32342,31523,32989,33679,34350,3353,0,2000,1222,1231,2704,0
2370,360000,3177,0,0,1672,0,986,0,0,1672,0,986,780,0
2371,360000,346225,353200,337593,341528,350949,355869,14562,13806,12303,15005,13729,7700,1
2372,20000,13963,15227,17968,17382,18094,19399,1500,3000,0,1000,1600,0,1
2373,120000,0,0,0,0,0,0,0,0,0,0,0,0,1
2374,140000,292,396,792,884,488,1092,500,792,488,0,1000,0,1
2375,400000,0,8235,0,0,1524,0,8235,0,0,1524,0,385,0
2376,50000,35131,6559,836,836,836,3300,5582,836,836,836,3300,1476,0
2377,50000,50221,49664,49611,2190,19769,19335,2215,1462,248,20787,21402,522,0
2378,50000,47261,48054,47434,20099,18682,18538,2055,1935,675,662,650,666,1
2379,460000,296815,283744,273414,250033,238734,226905,10279,10084,9025,9036,8526,7272,0
2380,100000,99209,98222,67185,66926,66796,64513,3490,2332,2314,2365,2497,2305,0
2381,150000,929,0,0,0,0,0,0,0,0,0,0,0,0
2382,100000,17848,19032,19664,16407,15068,40794,1775,1407,328,935,42000,1500,0
2383,420000,194505,144086,144169,122453,120509,119783,5479,5502,4193,5006,4503,4003,0
2384,310000,2500,0,0,0,0,0,0,0,0,0,0,0,1
2385,30000,3963,6222,2936,588,0,0,6222,2936,0,0,0,0,0
2386,70000,62188,62848,56718,47191,45959,47635,3000,2200,1700,1700,2441,2000,0
2387,450000,318,316,326,4007,0,0,316,326,4007,0,0,0,0
2388,30000,24482,25571,26294,27308,27853,28504,1800,1441,1455,1000,1100,2500,1
2389,170000,0,0,0,0,0,2485,0,0,0,0,2485,7797,0
2390,20000,9735,12564,12077,12779,13033,13308,3000,0,1212,466,485,900,1
2391,20000,6620,7556,8570,10020,9715,10153,1200,1300,1600,0,600,600,0
2392,390000,252109,252401,180074,178025,198721,162444,12009,7508,6000,39604,6341,5000,1
2393,30000,28850,28102,30324,27446,29329,29720,0,2700,0,2300,1000,0,1
2394,110000,64155,65743,66533,67677,39066,39884,2621,2123,1952,2000,1468,800,0
2395,240000,0,0,0,0,0,0,0,0,0,0,0,0,1
2396,30000,27879,28870,27806,25142,25667,26179,1774,1710,1046,1079,1089,2244,0
2397,180000,124501,126822,129440,128571,128631,129813,5000,6000,5000,5000,5000,5000,0
2398,360000,40434,13352,129978,150637,138969,132118,2000,129990,30000,25000,5000,3000,0
2399,20000,11043,11770,13188,18318,18419,18978,1200,1600,5700,700,1000,0,1
2400,50000,50757,78196,43733,85652,29775,30243,0,5607,16,1167,1051,1165,1
2401,30000,30954,30670,29856,30584,27883,29334,2074,0,2304,0,2400,0,0
2402,80000,0,0,988,0,0,0,0,988,0,0,0,0,0
2403,200000,2893,2881,1436,1261,2849,1438,1436,0,1261,2849,0,1261,1
2404,160000,5315,8145,2480,1920,2192,8187,8300,2480,1920,2192,8187,552,0
2405,150000,46224,34993,31434,26518,21042,16540,1600,1718,1049,1500,2000,5000,0
2406,50000,49459,49281,50071,10104,9208,10075,2300,2000,1000,500,1000,500,0
2407,140000,111820,104189,100638,93092,94663,96257,3817,4500,3500,3600,3700,3500,0
2408,60000,21148,23803,24908,26034,26655,27756,3000,1500,1500,1000,1500,1500,0
2409,50000,46800,47830,48868,49470,48003,50755,2100,2100,1701,1,3906,0,1
2410,200000,180461,171839,173325,153953,144206,143178,8300,10000,6000,6000,6000,4500,0
2411,150000,101569,103688,107321,106614,108805,111012,3756,5350,2562,2629,2669,2739,0
2412,500000,1302,5230,3373,14071,2915,157,5308,3527,14133,2928,2,343,1
2413,20000,19698,20305,20602,19850,20277,17525,2000,1300,0,702,620,0,1
2414,100000,17606,17040,19139,19325,20855,20372,0,2700,800,2000,0,1000,0
2415,180000,1343,437,2297,4428,985,4028,438,2308,4446,987,4040,600,1
2416,260000,711,711,5514,1989,711,8503,711,5514,0,711,8503,3011,0
2417,360000,846,1831,2776,0,44110,0,1831,2776,0,44110,0,2103,1
2418,30000,300,300,300,300,300,300,0,0,0,0,0,0,0
2419,160000,1116,2599,1302,1852,736,3542,2599,0,1852,0,3542,0,1
2420,20000,20832,20203,19946,19037,19233,14764,0,1289,491,2586,5000,198,0
2421,100000,68371,9015,3325,0,0,93737,1300,1000,0,0,94562,3700,1
2422,500000,378886,382234,274586,273718,168418,167635,15057,11035,11035,7029,8035,10388,0
2423,200000,7697,18951,27974,30596,38109,22170,20071,20036,15022,15113,22235,3919,0
2424,20000,19856,20007,20319,20638,20025,15463,1316,1458,1277,494,427,4000,1
2425,50000,47452,48663,50297,36164,37616,39062,2000,2500,2000,2000,2000,2000,1
2426,200000,34391,26945,26349,26925,27841,29368,1507,1427,1003,2000,2000,1060,0
2427,110000,2359,2410,2151,2161,1719,107591,2410,2151,2161,1719,107591,5000,1
2428,100000,39000,40123,41217,42193,44722,44024,1900,1900,1800,3200,0,2000,0
2429,50000,0,0,0,0,0,0,0,0,0,0,0,0,1
2430,80000,81115,77649,40630,23697,6557,32763,5000,1200,0,5000,37000,3000,0
2431,510000,548,0,0,0,0,1769,0,0,0,0,1769,0,0
2432,230000,170354,131022,108061,87461,69221,57462,7200,3348,2510,5000,3500,6500,0
2433,350000,57956,15987,36582,8197,14494,54284,15987,36607,8243,14494,54284,6702,0
2434,280000,1726,325,2001,1364,1313,1242,350,2001,1400,1320,1300,1500,0
2435,120000,81878,83429,77262,78783,75252,77090,3014,5000,5000,2726,4000,3000,0
2436,340000,-653,2094,1256,845,2149,696,3254,1256,845,2000,696,696,0
2437,260000,2500,2500,0,0,0,0,0,0,0,0,0,0,1
2438,260000,222134,223345,225258,189500,182771,188876,10020,10007,10017,10003,10007,10036,0
2439,30000,18292,18450,390,390,780,780,1000,390,390,780,0,0,0
2440,290000,1234,396,396,792,396,423,396,396,792,0,423,369,0
2441,120000,33474,29029,26523,20554,19348,17439,1789,2037,659,802,640,513,0
2442,90000,316,3066,3832,6194,5878,316,3066,3832,5878,0,0,3316,0
2443,170000,5556,0,0,0,0,0,0,0,0,0,0,0,0
2444,160000,1224,0,0,0,0,0,0,0,0,0,0,0,1
2445,130000,116437,112881,96191,88934,90633,91459,4911,3533,3301,3607,5516,7020,0
2446,160000,1672,2927,0,0,0,0,2941,0,0,0,0,0,0
2447,390000,286888,291645,277888,175268,167781,147878,11000,11000,5600,5700,5600,3400,0
2448,360000,333,333,5043,333,0,333,333,5043,333,0,333,210,1
2449,120000,0,0,0,0,0,0,0,0,0,0,0,0,1
2450,200000,784,1972,2577,2652,-6,1279,1188,2581,1013,0,1285,0,0
2451,360000,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,190000,43072,43537,41016,40702,40676,27560,3768,3500,2500,4000,3000,3000,0
2453,150000,1345,0,0,0,0,0,0,0,0,0,0,24948,0
2454,160000,99793,101325,98706,90457,90588,92533,4300,0,4200,3238,3400,3550,1
2455,160000,8036,7663,768,10488,4724,104205,7663,768,10488,2049,104205,3000,0
2456,150000,153249,154049,156523,159653,162866,157759,7900,6500,5700,5700,5700,5334,0
2457,220000,31037,6244,0,0,0,0,3050,0,0,0,0,0,0
2458,180000,991,991,1316,325,1657,325,991,1316,0,1657,325,325,0
2459,230000,0,0,2809,4595,792,3404,0,2809,4606,792,3404,0,0
2460,50000,17792,20036,18664,18416,416,416,2956,0,368,416,416,416,0
2461,310000,300500,265766,245458,249435,240521,246525,11027,10500,14000,10000,10000,10000,0
2462,380000,173252,113001,74275,47723,67463,36751,10069,12712,10000,20000,16751,29000,0
2463,190000,36137,37143,38051,38827,39488,40208,1900,1800,1700,1600,1500,1600,1
2464,140000,115940,100572,10776,10776,1059,0,10000,1000,0,1059,0,0,0
2465,150000,198,4824,1276,4830,10251,5706,4848,1282,4854,10251,0,7328,0
2466,50000,16277,14875,19195,13134,13398,13549,4006,6200,3000,2000,2000,2500,0
2467,300000,86267,78176,48163,13461,5121,5663,78580,48408,13538,5145,5690,13535,0
2468,80000,32562,23346,18361,10434,7387,3300,1482,1011,8,111,3509,0,0
2469,120000,25809,29366,28615,29347,30868,30099,4300,0,1500,2300,0,0,1
2470,110000,61152,60833,61245,47316,47175,47141,2326,3000,1807,1698,1911,1808,0
2471,500000,77461,68781,58436,9536,8302,64460,68781,58436,9536,58302,64460,14000,0
2472,210000,9899,6000,4100,0,10790,7373,1008,1000,0,10790,7373,0,0
2473,220000,33710,33702,31682,33407,35128,37826,8959,1300,2000,2000,3000,20000,0
2474,360000,5334,6849,68133,71708,58551,54678,3017,65009,6784,3041,5044,3042,1
2475,50000,47311,44136,17865,6431,6939,4509,2900,1035,500,508,410,0,0
2476,30000,32179,31397,30358,29758,29758,23036,0,0,0,0,1000,0,1
2477,290000,284990,274764,225000,16635,15000,47143,10000,25000,16635,15000,47143,2088,0
2478,80000,46638,47680,48395,49356,50560,51431,2091,1806,1767,2000,1767,1740,0
2479,50000,48549,49180,48521,8731,8777,9261,2277,2290,1500,1000,1000,2000,1
2480,30000,26319,27404,27769,28227,28642,28042,1800,1100,1200,1000,0,2200,0
2481,80000,53315,47740,50100,0,0,0,3300,6267,0,0,0,4189,0
2482,50000,10960,10487,13108,12601,13391,14027,0,2800,0,1000,1000,0,1
2483,390000,164418,167501,134282,128701,131529,135242,9000,7027,5000,5000,6000,5000,0
2484,80000,27041,27797,5958,11341,5259,4278,5879,1000,11360,486,478,0,0
2485,360000,0,0,0,0,0,0,0,0,0,0,0,0,1
2486,80000,21057,2282,-185,-185,-185,665,2282,0,0,0,1000,0,0
2487,20000,16326,17497,18456,18424,18800,10000,1441,1400,368,376,200,0,0
2488,140000,68075,69972,71805,73613,75426,77169,3000,3000,3000,3000,3000,5000,0
2489,150000,46272,1079,0,41147,-3,-3,1082,0,41147,0,0,0,0
2490,180000,1073,3191,10693,11285,13863,5646,3206,10696,1291,3877,11077,700,0
2491,120000,1769,390,390,390,390,390,390,390,390,390,390,1079,0
2492,350000,128146,117713,51961,46207,35052,12536,4052,1700,1500,2000,500,2000,0
2493,200000,0,0,0,0,0,0,0,0,0,0,0,0,1
2494,50000,49387,50284,50639,48563,49628,48293,2000,1727,1846,1777,1665,1500,0
2495,490000,0,0,0,0,0,0,0,0,0,0,0,0,1
2496,400000,-38,9465,4991,466,-1381,3122,10446,5002,504,499,5056,2152,1
